mmsi,freq_mean_mhz,freq_min_mhz,freq_max_mhz,freq_std_mhz,bandwidth_mean_khz,power_mean_watts,signal_strength_mean_dbm,snr_mean_db,noise_level_mean_dbm,num_signatures,cluster
561690462,159.616,156.47,161.86,1.9943,25.28,278.36,-73.1,26.66,-104.02,5,3
562875712,160.32,160.32,160.32,,43.2,3.5,-113.0,49.7,-88.8,1,2
563249678,158.3414,156.27,161.14,1.8277,30.83,264.21,-79.74,32.51,-94.47,7,0
563404199,158.395,157.15,159.64,1.7607,25.75,185.35,-86.25,23.15,-85.75,2,4
563497602,157.765,156.99,158.54,1.096,34.45,121.85,-72.85,28.65,-74.7,2,4
564065072,157.98,156.12,161.24,1.6572,28.02,296.89,-73.3,18.76,-85.32,10,4
565056189,158.5067,156.03,160.58,1.9545,21.35,158.53,-64.78,7.48,-86.08,6,4
565842368,158.98,158.07,160.08,0.8772,27.6,216.58,-82.2,13.7,-89.9,4,4
566098838,159.095,156.0,161.91,2.4214,26.77,258.22,-63.22,14.95,-89.57,6,3
566572399,158.88,156.28,161.12,2.0677,32.33,260.65,-69.52,23.15,-104.52,6,2
566835528,159.075,156.32,161.13,2.0098,28.68,151.42,-64.07,16.72,-90.45,6,1
567624139,159.03,156.16,160.88,1.9032,36.0,168.46,-62.5,37.12,-97.04,8,2
567867003,158.2543,156.82,159.48,1.2444,31.01,235.93,-54.46,20.4,-91.2,7,4
568118485,159.7989,157.13,161.75,1.4764,33.0,345.17,-59.3,22.04,-96.42,9,3
568947254,159.52,158.48,160.7,1.1166,33.73,264.27,-76.93,20.37,-101.67,3,2
570192084,158.93,156.07,161.59,2.4526,34.5,263.76,-66.0,25.08,-90.24,5,2
570320500,159.502,157.67,161.39,1.3238,26.32,183.18,-69.74,20.92,-95.36,5,1
570452367,159.208,157.81,161.47,1.4373,38.98,281.36,-74.44,26.68,-89.98,5,2
570495346,158.78,158.65,158.91,0.1838,24.7,368.1,-72.1,31.0,-92.8,2,3
570937640,157.16,156.94,157.38,0.3111,40.3,152.85,-94.55,32.0,-89.5,2,0
571342118,158.185,156.19,160.62,1.9073,25.83,202.56,-44.61,26.67,-85.19,8,4
571770455,159.6333,157.44,161.68,2.1238,28.17,245.13,-100.6,30.83,-90.13,3,3
571927479,158.575,156.74,160.19,1.5145,24.02,320.98,-63.55,21.98,-79.58,6,3
572005284,159.99,158.05,161.53,1.2668,21.42,307.13,-77.77,13.53,-84.67,6,3
572199062,159.974,157.22,161.08,1.5765,26.5,257.46,-61.18,22.48,-76.64,5,3
572400748,156.97,156.06,157.88,1.2869,29.8,270.75,-78.65,31.75,-99.25,2,0
573145682,159.7225,157.44,161.61,1.7693,16.7,429.98,-65.47,29.02,-87.12,4,3
573332179,158.0,157.82,158.18,0.2546,35.05,321.15,-52.75,24.0,-92.7,2,0
574475615,158.29,156.04,161.19,1.905,28.31,223.36,-71.84,29.07,-94.86,7,4
575896922,159.2057,156.03,161.88,2.5113,25.2,137.83,-87.19,20.69,-79.96,7,1
576154640,158.588,157.61,159.24,0.6702,28.86,193.1,-80.76,34.5,-93.42,5,4
577242803,159.642,157.25,161.44,1.5547,30.54,198.72,-68.52,28.48,-98.58,5,1
578585585,158.145,156.52,160.23,1.6755,28.18,285.62,-58.38,23.78,-92.88,4,4
579409855,159.4575,157.64,161.69,1.8631,22.85,305.58,-67.38,16.7,-74.2,4,3
580046531,158.5767,156.11,160.77,1.7049,26.07,310.17,-52.48,26.6,-92.45,6,3
580125089,161.1125,159.91,162.0,0.9344,33.45,362.95,-72.68,30.18,-95.25,4,3
580232268,159.7567,157.43,161.79,2.1948,28.7,214.87,-57.5,20.87,-83.0,3,1
580586117,158.545,157.28,159.22,0.8623,34.1,288.28,-89.72,28.95,-101.88,4,0
580720286,156.47,156.34,156.6,0.1838,12.55,208.45,-83.85,21.7,-98.95,2,4
581386673,158.7,157.48,161.01,2.0016,25.53,290.53,-42.23,23.93,-75.57,3,3
583562034,159.6629,157.89,161.91,1.7197,32.4,293.54,-61.29,16.71,-92.21,7,2
583773375,159.2967,157.77,160.49,1.3903,27.87,279.43,-88.83,11.37,-76.0,3,3
583912546,159.6583,157.7,160.98,1.2307,32.82,316.2,-59.27,35.63,-85.0,6,3
584940566,159.958,157.32,161.12,1.5189,37.82,271.32,-59.7,37.46,-92.32,5,2
585113614,160.2917,158.07,161.9,1.6657,29.82,161.47,-70.25,22.58,-90.45,6,1
585807313,158.375,156.29,160.62,1.999,28.57,288.83,-56.98,23.67,-94.0,6,4
586349749,160.4625,159.68,161.77,0.9867,35.98,314.08,-70.7,21.4,-85.25,4,2
587194626,158.27,157.22,160.26,1.7243,30.73,262.53,-54.73,27.3,-97.4,3,4
587285928,158.3367,156.61,161.04,1.8571,28.05,190.9,-62.83,29.38,-88.65,6,4
588758491,158.87,156.47,160.43,1.4997,34.41,182.83,-68.3,24.71,-85.37,7,2
588766776,158.72,156.78,160.02,1.5615,33.88,233.45,-71.38,10.28,-85.2,4,2
591088258,157.948,156.08,159.26,1.3951,32.52,308.66,-60.96,24.24,-97.54,5,0
591277434,160.5567,159.87,161.73,1.021,38.43,330.73,-71.37,35.73,-88.83,3,2
591313077,159.82,156.14,161.77,2.0297,28.52,263.48,-79.8,16.63,-79.82,6,3
591498401,160.488,157.91,161.79,1.5136,27.06,267.04,-87.62,23.48,-88.72,5,3
592309524,157.9325,156.47,160.0,1.7422,25.02,355.05,-71.5,22.55,-97.1,4,0
592723540,157.91,157.91,157.91,,23.8,479.5,-92.3,30.4,-65.1,1,0
593228934,159.8783,157.97,161.54,1.6283,34.67,308.72,-66.02,20.1,-73.95,6,2
593778451,159.42,157.06,162.0,1.777,28.0,279.2,-70.87,32.83,-77.7,6,3
595349224,159.6,156.5,161.17,1.7454,35.07,232.5,-41.42,28.73,-91.58,6,2
597091746,158.3775,156.38,160.07,1.8419,31.95,230.62,-66.88,22.78,-90.35,4,4
597682613,158.946,157.75,160.23,1.0694,31.48,279.98,-69.12,28.12,-97.64,5,2
598230058,158.8712,156.05,161.45,1.9342,35.08,310.24,-60.89,28.32,-88.98,8,0
598468769,158.6317,157.68,159.98,0.9589,31.17,334.75,-55.7,17.8,-91.55,6,0
598504483,159.3638,156.15,161.92,2.0694,34.08,188.81,-76.45,26.79,-90.85,8,2
599067818,158.4975,156.58,161.03,2.1886,33.4,257.5,-53.2,20.95,-89.7,4,0
599501374,158.3312,156.61,159.44,1.1663,26.5,299.84,-77.62,39.33,-102.09,8,4
599525298,159.202,157.71,161.59,1.6216,30.28,272.74,-85.4,26.52,-91.24,5,3
600006033,158.7938,156.29,161.32,1.8397,25.7,251.31,-66.89,16.19,-100.55,8,4
600283742,160.48,159.08,161.9,1.3106,24.78,365.08,-73.2,14.42,-85.54,5,3
601362648,159.586,158.57,161.03,0.9386,22.36,267.46,-74.08,25.14,-81.72,5,3
602448584,159.145,156.55,161.74,3.6699,25.45,184.5,-100.0,27.7,-107.3,2,1
603186147,159.77,157.31,161.2,1.5814,36.36,153.4,-77.74,30.5,-95.4,5,2
604101348,159.7356,158.04,161.97,1.4063,27.92,186.41,-75.62,21.2,-91.14,9,1
604824558,158.3871,156.11,160.38,1.4161,34.24,347.19,-64.69,16.69,-82.13,7,0
604969493,161.79,161.79,161.79,,41.0,171.5,-85.6,47.1,-82.1,1,2
606592283,160.06,157.72,161.96,2.154,29.23,204.1,-50.27,46.57,-82.9,3,1
607056461,158.4683,156.44,160.83,1.8045,25.38,266.72,-87.97,25.8,-84.97,6,4
607110638,157.842,156.09,159.87,1.7939,26.26,231.28,-77.2,20.5,-87.6,5,4
607651473,158.4967,156.16,161.71,1.7998,29.92,150.98,-70.41,20.72,-91.16,9,4
607981004,158.7057,156.61,161.12,1.9557,26.63,268.21,-66.8,18.56,-89.23,7,4
608090942,159.2271,157.47,161.48,1.4967,34.27,248.46,-59.27,29.93,-101.56,7,2
608121001,160.1425,157.84,161.19,1.5769,20.8,218.7,-68.35,17.35,-82.85,4,1
608459693,158.9011,156.34,161.53,1.8193,25.38,267.72,-75.26,21.71,-92.09,9,3
609473975,158.8138,156.37,161.79,2.081,27.09,270.85,-82.06,25.59,-88.04,8,4
609530496,158.57,156.34,161.9,2.2949,28.4,204.02,-51.25,29.68,-88.7,8,4
610514358,158.445,157.28,159.61,1.6476,30.05,327.35,-70.85,46.7,-71.2,2,0
610868842,158.7133,158.14,159.21,0.5391,24.2,307.47,-68.83,14.47,-80.63,3,3
611040535,160.178,157.97,161.35,1.3426,27.54,228.72,-92.7,24.42,-94.88,5,1
611865374,158.8014,156.3,161.95,1.926,25.0,247.27,-80.96,20.64,-79.44,7,4
611918295,159.7011,156.24,161.99,2.002,26.1,223.04,-74.73,26.66,-92.14,9,1
612140966,159.025,158.87,159.18,0.2192,13.9,91.3,-76.9,34.65,-62.65,2,1
613708156,159.9825,157.87,161.99,2.2211,33.62,296.05,-79.7,25.22,-81.8,4,2
613718689,158.615,156.2,161.58,2.2076,32.23,227.3,-53.13,28.02,-91.55,6,2
613845594,157.806,156.68,159.68,1.3106,23.98,395.46,-82.76,21.48,-92.42,5,0
613973879,157.704,156.42,158.76,1.0071,33.92,276.64,-80.34,23.74,-95.36,5,0
614022050,156.79,156.32,157.46,0.5957,36.57,317.23,-91.03,5.9,-92.93,3,0
614309377,158.665,156.03,159.96,1.7898,32.4,353.38,-81.22,23.5,-91.68,4,0
614687847,158.255,156.81,160.19,1.409,27.52,201.08,-88.22,21.42,-112.7,4,4
614933936,157.6675,156.2,159.12,1.3898,17.5,306.85,-67.95,17.15,-89.75,4,4
616945014,158.6471,156.85,160.34,1.4741,31.8,252.49,-73.04,27.84,-97.36,7,2
619240990,160.22,158.07,161.99,1.4502,25.16,339.54,-47.86,18.32,-82.24,5,3
619375900,156.89,156.32,157.46,0.8061,40.4,391.7,-81.45,13.65,-85.5,2,0
620065675,159.686,157.74,161.02,1.4821,31.28,290.84,-59.58,23.04,-89.98,5,3
620300412,159.546,157.0,161.2,1.6831,28.04,321.18,-41.8,31.48,-83.84,5,3
621733378,158.3062,156.09,161.52,2.0183,26.58,214.14,-75.35,26.02,-74.34,8,4
621889321,157.79,157.79,157.79,,44.1,258.0,-21.7,26.0,-119.1,1,0
624645703,159.4714,156.71,161.96,1.9558,26.31,246.7,-64.3,22.87,-91.89,7,3
624716449,159.712,159.17,160.4,0.5965,23.82,335.1,-69.56,27.68,-89.08,5,3
624983313,158.745,157.81,160.8,1.4082,33.4,386.48,-86.22,24.92,-109.8,4,0
625178192,158.7867,157.08,160.3,1.6187,23.73,307.57,-77.2,45.5,-88.63,3,3
625441675,158.59,158.59,158.59,,26.9,412.0,-23.0,21.1,-101.2,1,3
625555616,159.8388,157.88,161.94,1.2317,25.1,177.22,-75.11,28.76,-93.06,8,1
627568457,158.934,157.4,160.48,1.1571,26.74,290.22,-72.8,30.48,-97.18,5,3
628571464,158.61,157.5,159.66,1.0256,19.0,289.23,-65.55,25.68,-91.72,4,4
629456642,159.71,159.71,159.71,,25.3,332.0,-89.9,12.3,-118.7,1,3
629607462,159.295,156.79,161.34,2.048,21.45,312.55,-81.22,25.52,-77.92,4,3
629949963,159.195,158.86,159.53,0.4738,29.75,138.05,-95.75,28.95,-74.05,2,1
630180360,158.1983,156.34,159.99,1.1992,33.45,324.52,-55.83,21.22,-95.55,6,0
630611193,159.8325,157.83,160.84,1.3569,27.08,152.85,-92.32,31.6,-79.18,4,1
630752895,159.4786,157.41,161.24,1.421,32.66,242.23,-82.14,25.7,-94.21,7,2
630842944,160.234,159.13,161.59,1.1484,30.16,265.46,-87.72,27.2,-94.76,5,3
630898988,159.7467,157.54,161.51,2.0218,36.03,430.4,-62.27,22.77,-82.8,3,0
631257671,158.182,156.29,161.19,2.2346,32.26,228.8,-82.54,21.4,-92.76,5,4
632129532,158.8911,156.33,161.82,1.6776,33.47,217.32,-71.97,21.28,-86.07,9,2
632636162,158.7817,156.43,161.95,2.0504,22.98,303.67,-82.98,38.07,-112.03,6,3
632924730,159.0025,156.11,161.62,2.51,30.1,276.73,-75.12,32.62,-83.75,4,3
633114101,158.2433,157.73,158.79,0.5308,22.0,194.07,-77.37,31.6,-103.13,3,4
634057757,158.6033,157.43,159.3,1.0221,36.17,62.27,-91.93,43.1,-92.8,3,1
634142832,158.032,156.06,161.99,2.4626,36.02,334.12,-44.18,28.86,-101.92,5,0
636086009,158.63,156.48,161.55,2.5955,27.82,245.6,-62.44,23.42,-85.4,5,4
636613948,160.362,158.34,161.33,1.2504,27.44,229.32,-75.22,16.38,-85.96,5,1
636673685,159.038,156.08,161.87,2.7845,24.92,212.06,-63.54,32.68,-83.74,5,4
637173265,161.54,161.54,161.54,,14.9,35.6,-69.8,49.9,-94.5,1,1
637825183,159.1533,156.17,161.67,2.7795,31.63,207.77,-70.43,21.87,-94.1,3,2
637883177,157.5086,156.19,159.34,1.2334,31.1,177.03,-77.3,24.07,-80.77,7,4
638790258,159.8638,156.44,161.84,1.8602,27.76,197.8,-58.49,19.64,-94.84,8,1
639076915,158.9867,156.28,161.64,2.5747,27.63,198.0,-58.83,25.52,-91.77,6,1
641088694,159.4233,157.61,161.37,1.3064,40.68,339.08,-70.68,20.15,-90.45,6,2
641127136,159.9383,158.38,161.1,1.2921,34.43,287.33,-75.88,26.7,-85.65,6,2
641208534,159.922,158.61,161.35,1.1739,25.4,187.28,-49.26,23.34,-101.66,5,1
641636735,159.008,157.82,161.15,1.3448,29.02,296.02,-77.74,17.14,-80.26,5,3
641942797,158.372,156.43,161.52,2.0277,27.46,234.24,-67.76,14.0,-101.68,5,4
642006437,160.3567,158.24,161.92,1.9014,38.53,220.27,-87.87,18.37,-86.57,3,2
642476777,159.2733,158.81,159.93,0.5845,43.4,380.83,-76.43,32.47,-99.47,3,0
642530542,159.14,157.01,161.64,2.3371,22.03,347.6,-58.0,23.87,-87.83,3,3
642979664,159.4533,158.2,160.54,1.1789,36.13,286.93,-41.93,30.67,-95.87,3,2
643668564,158.9543,157.06,161.39,1.7726,24.81,271.17,-65.57,32.71,-85.64,7,3
643906365,159.7817,157.42,161.63,1.4027,30.58,352.48,-85.4,10.07,-89.38,6,3
644494022,158.46,156.64,161.64,1.6781,32.97,92.38,-74.33,22.77,-81.58,6,1
645040370,159.48,157.68,161.91,1.818,35.38,247.32,-61.95,19.75,-70.7,4,2
645475822,159.9,157.33,161.92,1.567,24.71,265.43,-76.27,25.16,-82.11,7,3
646035868,158.36,157.41,159.31,1.3435,47.75,60.75,-40.25,26.8,-83.95,2,2
647153817,161.28,161.28,161.28,,22.7,312.2,-22.3,21.7,-60.5,1,3
647288961,160.5867,159.89,161.31,0.7104,21.87,363.97,-55.2,28.53,-87.07,3,3
647506411,156.07,156.07,156.07,,25.5,67.2,-32.9,9.3,-77.0,1,4
647805776,158.58,156.76,161.72,2.1857,27.38,235.2,-88.9,37.72,-94.5,4,4
647830647,159.4222,157.16,161.91,1.7647,31.8,341.89,-80.53,22.28,-90.69,9,3
647913365,158.7967,156.31,160.62,1.8428,34.98,326.93,-60.13,31.1,-92.45,6,0
648657172,160.8775,159.34,161.62,1.0654,28.05,164.38,-69.12,14.72,-88.65,4,1
648721599,158.894,156.88,161.35,1.6719,33.86,229.68,-70.38,23.78,-82.22,5,2
649179064,159.02,157.06,161.23,1.5591,40.18,166.68,-77.24,26.7,-88.6,5,2
649886379,158.98,157.32,160.64,2.3476,36.65,196.35,-83.4,41.05,-90.95,2,2
650238672,159.4312,156.7,161.38,1.6157,24.24,204.74,-40.7,23.56,-98.46,8,1
652343612,158.995,156.81,161.98,2.42,29.08,345.68,-64.25,28.98,-97.95,4,3
652847414,158.882,156.01,160.96,2.0017,27.28,293.48,-57.7,24.44,-89.5,5,3
652949635,158.3975,157.05,159.62,1.302,31.48,263.4,-63.88,18.55,-83.32,4,0
653490597,160.2,157.82,161.99,1.4994,29.6,233.22,-82.3,31.48,-77.68,5,1
654243705,158.776,156.81,160.91,1.6193,24.72,247.72,-72.73,26.52,-86.66,10,4
656481138,159.2912,156.16,161.5,1.9487,30.84,304.29,-67.81,20.05,-85.31,8,3
656938489,160.66,160.66,160.66,,19.4,199.9,-68.6,47.3,-118.7,1,1
657721811,159.35,157.81,161.85,1.2533,30.47,257.6,-60.89,32.51,-86.69,7,2
659248773,158.444,156.78,161.45,1.8929,34.34,252.9,-64.26,19.06,-87.52,5,0
659326175,159.3212,156.29,161.51,1.9665,26.91,247.44,-68.65,26.6,-85.18,8,3
659731996,160.35,159.72,160.91,0.4249,33.64,195.44,-59.84,34.56,-97.5,5,2
660008982,158.441,156.07,160.96,1.4032,24.3,244.35,-70.36,22.22,-84.99,10,4
660103569,157.4117,156.12,159.8,1.3018,36.77,207.42,-68.7,19.63,-88.3,6,0
660140090,159.9475,156.85,161.94,2.2415,26.65,227.98,-58.52,31.72,-75.05,4,1
660326323,157.975,156.1,160.99,2.0111,22.72,280.03,-77.55,13.68,-98.28,6,4
660617716,159.56,156.97,161.76,2.4187,29.4,197.2,-67.3,25.33,-88.83,3,1
661759768,159.6457,157.12,162.0,1.7712,28.51,289.37,-68.23,20.8,-84.83,7,3
662348240,158.62,158.22,159.02,0.5657,21.05,260.1,-47.9,24.15,-99.9,2,4
664640837,158.85,156.19,161.09,1.6612,32.21,145.81,-79.5,31.74,-96.16,8,1
665043604,159.586,158.36,161.6,1.3448,27.36,167.16,-66.74,29.72,-87.02,5,1
665395794,157.82,156.03,159.48,1.7287,28.6,197.83,-60.87,43.1,-93.2,3,4
666033258,158.06,156.17,160.84,2.1293,26.94,256.82,-49.02,30.56,-94.02,5,4
666126066,160.385,158.49,161.97,1.4422,32.42,343.08,-68.12,23.05,-91.25,4,3
667225274,158.82,157.2,159.96,1.2828,31.08,291.65,-80.22,22.98,-106.45,4,0
667673622,158.1167,156.59,160.28,1.327,31.85,126.63,-68.48,27.67,-84.47,6,4
667865493,158.9956,156.18,161.85,2.2624,24.18,289.22,-79.84,30.08,-80.9,9,3
668956359,159.5414,156.35,161.36,1.9643,29.44,237.81,-61.21,19.33,-78.81,7,2
669664879,159.345,157.94,161.99,1.8236,36.17,265.38,-68.78,33.25,-71.72,4,2
671354147,158.275,156.09,160.9,1.8555,31.03,235.28,-76.22,29.17,-102.3,6,4
671439793,158.985,156.18,161.79,3.9669,24.2,393.95,-50.5,38.5,-77.95,2,3
671793762,159.015,157.92,160.11,1.5486,19.9,223.35,-35.5,14.9,-94.6,2,4
674133860,158.176,156.01,160.54,1.6309,30.56,323.38,-67.08,25.48,-87.84,5,0
674904608,158.5233,157.13,160.86,2.0361,22.87,245.27,-58.77,29.13,-89.17,3,4
675065379,158.755,156.36,160.83,1.4226,31.25,161.01,-63.88,21.51,-89.58,8,1
675342430,158.1575,156.25,160.76,1.9168,31.8,265.05,-44.38,14.15,-89.5,4,0
675632623,159.7975,157.79,161.83,1.6502,28.5,186.95,-63.98,25.55,-106.62,4,1
675737967,158.62,158.62,158.62,,49.5,437.4,-58.2,36.3,-72.2,1,0
677561700,159.9967,158.5,161.89,1.4275,30.47,233.22,-76.9,16.97,-80.63,6,2
677959191,158.7883,157.86,160.41,0.8859,29.82,251.88,-67.97,20.08,-80.6,6,4
678158398,158.7013,156.05,161.02,1.9635,35.48,287.0,-48.5,25.56,-92.05,8,0
678673276,159.4725,157.37,161.77,1.8,22.72,317.75,-61.25,11.45,-74.8,4,3
679220360,158.24,156.69,159.93,1.3523,34.15,150.85,-70.05,15.75,-66.1,4,4
679498794,158.1375,156.56,161.67,2.3765,30.15,367.18,-79.32,27.58,-78.38,4,0
679504462,159.06,158.05,160.69,0.9519,35.0,241.7,-62.57,24.1,-95.2,6,2
679668591,159.23,156.16,161.69,2.3064,30.3,242.0,-61.15,23.78,-86.7,4,2
680213971,159.7875,157.52,161.5,1.8483,26.65,308.17,-56.82,26.55,-79.03,4,3
680476451,160.1157,159.13,160.73,0.5601,28.33,149.6,-58.59,29.86,-73.34,7,1
682698033,158.666,156.1,161.74,1.8426,26.27,259.02,-69.7,35.77,-101.62,10,4
683276186,159.238,157.22,160.88,1.3642,22.66,248.92,-85.98,21.58,-91.26,5,3
683402053,160.0583,158.1,161.89,1.4655,29.68,255.42,-77.32,24.83,-85.9,6,3
683663765,159.048,156.13,160.98,2.342,30.38,289.12,-61.76,13.18,-93.2,5,3
684534584,158.5686,156.12,161.62,2.0894,27.79,193.53,-76.44,31.11,-95.46,7,4
685694091,159.01,156.13,161.77,2.8219,26.23,302.23,-75.63,23.3,-91.13,3,3
686208585,159.415,157.09,160.95,1.6681,27.62,144.82,-70.7,17.98,-76.0,4,1
686834541,159.2867,158.06,160.45,1.1963,33.47,206.7,-70.23,28.23,-89.53,3,2
687486089,159.566,156.41,161.36,2.1365,29.0,204.26,-66.02,24.12,-95.64,5,1
688105049,159.0814,157.11,160.84,1.4194,21.96,216.57,-74.07,30.29,-91.04,7,4
689796314,159.8057,156.89,161.85,1.7046,35.69,271.54,-68.2,24.24,-92.31,7,2
691566561,158.6975,157.35,160.16,1.1492,28.22,127.25,-60.78,20.12,-92.42,4,1
692604640,158.9,156.37,161.26,2.1332,26.49,121.26,-65.41,28.63,-85.64,7,1
693467838,158.939,156.09,161.95,2.1809,31.08,267.21,-76.34,30.67,-91.17,10,2
694118682,160.09,157.35,161.93,1.9468,31.7,245.55,-84.68,33.52,-73.82,4,2
696020593,159.23,157.24,161.33,2.1085,27.9,87.42,-67.72,32.25,-84.95,4,1
697499423,160.1,157.11,161.98,2.1358,30.3,336.35,-90.12,23.12,-86.15,4,3
697745795,159.815,157.02,161.87,2.1676,29.88,122.48,-51.38,30.6,-111.38,4,1
698666723,158.9867,156.43,160.34,2.2154,28.6,185.2,-48.97,21.87,-68.77,3,1
699245737,158.8933,157.07,161.27,1.3416,34.57,249.23,-73.3,28.6,-87.82,9,2
699529355,159.396,156.19,161.64,2.2656,32.44,181.06,-63.18,27.78,-77.46,5,2
699922387,159.585,156.66,161.92,2.4373,30.78,274.78,-64.45,32.6,-90.3,6,3
701852009,159.325,156.45,161.88,2.1878,28.45,159.47,-62.35,34.8,-93.0,6,1
702708383,159.15,156.21,161.91,2.529,32.62,340.02,-68.67,24.98,-95.08,6,0
703637316,158.6,156.31,161.75,2.1603,34.88,257.1,-64.71,28.26,-100.55,8,2
704661953,157.085,156.83,157.34,0.3606,25.35,158.3,-62.25,23.4,-104.45,2,4
704843269,159.3725,157.26,161.34,1.359,22.91,251.78,-63.74,28.04,-79.04,8,3
705561223,159.5367,156.55,161.5,1.6019,31.23,176.52,-79.0,31.94,-90.87,9,1
706491378,159.0,156.31,161.7,1.9973,25.89,247.65,-67.96,20.5,-93.58,8,4
707000071,158.435,156.52,160.29,1.6297,18.18,194.5,-64.82,17.32,-98.52,4,4
708338175,158.705,156.06,161.36,2.5795,34.6,384.18,-69.12,28.8,-97.65,4,0
711942599,158.35,156.82,161.83,2.3407,21.4,303.15,-70.7,21.3,-83.55,4,4
713738657,158.986,157.44,161.15,1.5502,23.58,189.74,-73.58,29.86,-99.38,5,1
714252611,158.9483,156.3,160.99,1.7656,34.37,256.58,-99.07,26.8,-76.95,6,2
715406233,157.8667,156.27,160.99,2.7051,36.93,208.0,-83.0,15.33,-78.73,3,0
716823280,159.0475,156.68,160.97,2.0153,27.85,212.5,-55.05,16.35,-101.78,4,1
717151265,160.46,158.51,161.99,1.5139,29.14,374.68,-66.86,22.92,-83.82,5,3
718413378,157.87,157.87,157.87,,26.4,323.0,-92.3,40.4,-65.7,1,0
719643596,159.25,158.66,159.84,0.8344,24.7,391.6,-62.75,24.5,-71.85,2,3
720463075,158.5367,156.75,160.11,1.6901,20.67,217.7,-58.7,17.5,-101.57,3,4
720519326,158.644,156.12,161.62,2.0583,25.28,265.54,-65.67,28.08,-84.78,10,4
721604393,160.424,159.03,161.52,1.1089,28.58,221.68,-70.92,14.3,-108.14,5,1
722197210,157.928,156.04,158.82,1.2135,23.28,321.32,-86.0,23.54,-96.36,5,4
722440326,159.806,157.21,161.76,1.841,25.62,251.5,-63.1,23.38,-91.9,5,3
722847112,159.265,157.03,161.5,3.1608,30.75,198.7,-56.3,35.05,-83.55,2,1
722908274,157.872,156.18,160.63,1.6801,23.72,260.2,-42.04,15.92,-93.1,5,4
723636831,158.045,156.99,158.98,0.6962,34.0,238.87,-69.63,25.02,-89.82,6,0
723678138,159.5333,157.48,161.33,1.5472,35.18,245.03,-43.82,32.87,-95.72,6,2
723722389,158.53,157.83,159.88,1.1694,28.57,255.2,-58.53,35.37,-112.17,3,4
724448480,157.99,156.55,159.43,2.0365,16.5,132.25,-66.25,9.95,-78.05,2,4
724638764,159.975,159.06,160.89,1.294,12.45,268.15,-90.45,23.4,-85.55,2,3
725306361,158.5017,157.12,160.62,1.4862,23.25,274.4,-70.35,26.22,-97.67,6,4
726467074,160.5925,159.07,161.91,1.334,31.45,301.82,-67.9,20.12,-102.7,4,3
727206661,159.78,157.38,161.91,1.5992,32.59,247.07,-55.26,16.07,-98.81,7,2
727417459,160.1233,158.96,161.59,1.341,27.07,297.97,-74.93,40.57,-100.37,3,3
728358748,157.27,156.03,159.02,1.0718,33.73,298.27,-78.75,27.83,-91.32,6,0
728594801,159.288,156.65,161.51,2.1548,34.22,318.62,-70.34,19.82,-89.04,5,2
729794426,160.035,157.27,161.51,1.5834,28.62,278.35,-82.58,34.32,-74.77,6,3
729801011,158.33,156.04,160.62,3.2385,30.8,454.25,-108.85,45.65,-84.3,2,0
729834349,158.7975,156.61,161.61,2.2479,27.32,198.68,-66.35,27.88,-81.18,4,4
729874439,159.5525,157.37,161.32,1.5021,31.26,231.2,-91.86,23.3,-90.91,8,2
730358706,158.9867,158.47,160.03,0.6684,30.72,245.72,-70.18,27.05,-87.53,6,2
731337211,158.356,156.65,161.26,1.7741,33.68,344.84,-66.18,19.54,-95.34,5,0
733587569,157.2575,156.36,158.19,0.7518,23.55,238.88,-55.4,30.28,-82.45,4,4
733723778,159.386,156.66,161.48,1.7286,30.42,237.12,-88.6,10.26,-100.86,5,2
735319356,159.3517,156.53,161.8,1.946,24.93,280.28,-53.98,23.98,-89.57,6,3
735932992,158.35,156.25,159.41,1.2913,25.22,334.68,-87.48,23.56,-101.24,5,3
737553133,158.4871,156.06,161.68,2.3353,28.84,267.94,-81.46,18.51,-92.46,7,4
738742479,159.0567,157.44,161.83,2.4128,33.63,40.97,-37.17,22.63,-109.07,3,1
738790875,160.3688,158.32,161.77,1.4364,30.88,303.46,-57.54,18.26,-85.22,8,3
738849774,159.4,157.96,161.53,1.208,27.87,270.5,-82.02,24.88,-98.68,6,3
739418888,158.908,157.26,160.94,1.4775,25.26,304.72,-46.14,30.24,-95.98,5,3
742245762,158.4614,156.63,161.92,1.7254,36.76,268.97,-67.89,25.79,-81.81,7,0
742854816,158.5189,156.62,161.6,1.6051,29.69,290.51,-75.31,27.48,-83.76,9,0
743162389,159.89,157.84,161.44,1.8514,28.2,109.3,-98.83,40.3,-108.63,3,1
744192701,158.76,156.76,160.38,1.3757,29.16,274.28,-87.46,37.1,-87.98,5,4
744527202,158.1286,156.32,161.55,1.9657,26.49,291.04,-75.41,31.43,-96.31,7,4
744844875,157.9075,157.22,158.76,0.689,27.78,210.38,-91.68,22.28,-69.95,4,4
746255510,158.55,157.25,161.3,1.7964,32.54,241.46,-36.98,21.92,-91.42,5,2
747743383,159.0775,157.23,161.54,1.5983,28.76,215.22,-77.24,28.56,-90.02,8,1
748359141,158.585,156.15,161.34,2.6253,36.52,227.52,-86.6,28.0,-88.32,4,2
748905485,160.226,157.7,161.88,2.0995,21.68,179.88,-52.72,25.04,-91.1,5,1
749313033,159.9683,158.39,161.6,1.1617,23.48,359.6,-82.05,19.58,-87.12,6,3
